User,Comment_Text,Emotion_Label,Emotion_Score,Sentiment,Sentiment_Score,Distortion_Indicator,Distortion_Score,Sadness_Score,Anger_Score,Fear_Score,Joy_Score,Love_Score,Surprise_Score,Post_Shortcode,Post_Owner,Comment_ID,Comment_Likes,Comment_Created_At
emma_catastrophizing,This is going to be a complete catastrophe. Everything will be ruined forever.,fear,0.9221038222312927,negative,0.9397614002227783,True,2.377234637737274,0.7886326313018799,0.6664981842041016,0.9221038222312927,0.00491723045706749,0.005413677077740431,0.022137170657515526,VWX234,,,1,2024-01-15T18:00:00Z
sarah_volatile,This is the worst thing I've ever seen! Absolutely horrible!,disgust,0.963556706905365,negative,0.951651394367218,True,2.155606508255005,0.5393096208572388,0.9614267349243164,0.6548701524734497,0.008720059879124165,0.008951363153755665,0.05745656043291092,GHI789,,,5,2024-01-15T12:00:00Z
alex_troubled,I should have known better. It's all my fault everything is terrible.,anger,0.9474949836730957,negative,0.939069390296936,True,1.8923177495598793,0.8501030802726746,0.9474949836730957,0.09471968561410904,0.008690687827765942,0.004594901576638222,0.017478929832577705,DEF456,,,3,2024-01-15T11:12:00Z
jack_declining,I don't know. Nothing seems worth it.,sadness,0.964521586894989,negative,0.850648045539856,True,1.808015137910843,0.964521586894989,0.4690268039703369,0.37446674704551697,0.005892948247492313,0.004782114643603563,0.02176903747022152,EFG123,,,1,2024-01-19T10:00:00Z
alex_troubled,This is a disaster. My whole life is falling apart and there's nothing I can do.,sadness,0.9711025357246399,negative,0.9363201260566711,True,1.7624686062335968,0.9711025357246399,0.3163025975227356,0.4750634729862213,0.007285766303539276,0.00782694574445486,0.01701386086642742,DEF456,,,0,2024-01-15T11:00:00Z
emma_catastrophizing,I must be perfect or else everything will be a total disaster. No other option.,sadness,0.8507214784622192,negative,0.651842474937439,True,1.695868507027626,0.8507214784622192,0.08172376453876495,0.7634232640266418,0.010158006101846695,0.00514568155631423,0.011902621015906334,VWX234,,,2,2024-01-15T19:00:00Z
sarah_volatile,"Never mind, I hate this. Everything about it is terrible.",anger,0.9814264178276062,negative,0.9368391633033752,True,1.5925900787115097,0.46165910363197327,0.9814264178276062,0.14950455725193024,0.011816956102848053,0.007098616100847721,0.02169772982597351,JKL012,,,2,2024-01-15T14:00:00Z
jack_declining,Not sure about this anymore...,sadness,0.8157958984375,negative,0.6071088910102844,True,1.560163676738739,0.8157958984375,0.4806327223777771,0.2637350559234619,0.008022043853998184,0.0030410834588110447,0.07186704128980637,BCD890,,,3,2024-01-17T10:00:00Z
alex_troubled,I always mess everything up. Nothing ever goes right for me.,sadness,0.9490687251091003,negative,0.924081563949585,True,1.5005585998296738,0.9490687251091003,0.46398019790649414,0.08750967681407928,0.010916448198258877,0.006936260499060154,0.011825919151306152,ABC123,,,2,2024-01-15T10:00:00Z
emma_catastrophizing,What if everything goes wrong? This will be the end of everything.,fear,0.7879822254180908,negative,0.892886221408844,True,1.3924980014562607,0.5658591389656067,0.03865663707256317,0.7879822254180908,0.016397539526224136,0.006454030983150005,0.011660795658826828,YZA567,,,0,2024-01-15T20:00:00Z
alex_troubled,Everyone thinks I'm a complete failure. They're probably right.,anger,0.5871760845184326,negative,0.8086468577384949,True,0.9757087808102369,0.36105215549468994,0.5871760845184326,0.027480540797114372,0.03548482805490494,0.0026211130898445845,0.014769689179956913,ABC123,,,1,2024-01-15T10:30:00Z
sarah_volatile,"Wait, actually this is amazing! I love it so much!",joy,0.9828423857688904,positive,0.9838435053825378,False,0.06423800066113472,0.02466319128870964,0.021886711940169334,0.017688097432255745,0.9828423857688904,0.9132307767868042,0.04748663678765297,GHI789,,,10,2024-01-15T13:00:00Z
mike_healthy,Nice work! I really appreciate the effort you put into this.,joy,0.9872204065322876,positive,0.9755434989929199,False,0.05817123781889677,0.014717006124556065,0.019299952313303947,0.02415427938103676,0.9872204065322876,0.8432278633117676,0.048106685280799866,MNO345,,,15,2024-01-15T16:00:00Z
mike_healthy,Great point here. I'll have to think more about this.,optimism,0.951288640499115,positive,0.9286190867424011,False,0.056947872042655945,0.013048959895968437,0.02904641628265381,0.014852495864033699,0.9124323129653931,0.047136951237916946,0.04361889511346817,PQR678,,,12,2024-01-15T22:00:00Z
jack_declining,Hey this is cool!,joy,0.9893738627433777,positive,0.9824215769767761,False,0.04484852869063616,0.008885461837053299,0.022087151184678078,0.013875915668904781,0.9893738627433777,0.20870471000671387,0.10646674782037735,BCD890,,,8,2024-01-15T10:00:00Z
sarah_volatile,"Actually you know what, this is perfect! Best thing ever!",joy,0.9912145137786865,positive,0.9824100732803345,False,0.03800248075276613,0.010566185228526592,0.015077243559062481,0.01235905196517706,0.9912145137786865,0.5685924291610718,0.04954028129577637,JKL012,,,8,2024-01-15T15:00:00Z
mike_healthy,Thanks for sharing this perspective!,joy,0.9906600117683411,positive,0.9527058005332947,False,0.03473298344761133,0.011904893442988396,0.012285587377846241,0.010542502626776695,0.9906600117683411,0.5350067019462585,0.0628669261932373,STU901,,,18,2024-01-16T04:00:00Z
